0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.8531950679703758e-05,1.8458249184021743e-36,2.794643988697317e-91,7.947324653079374e-182,2.7863041155696894e-08,1.4126605076828947e-41,1.637606699016751e-98,2.803812728268117e-198,2.198671955213073e-14,1.2881361885235519e-51,8.946940598527635e-112,2.1619423760775323e-204,4.4674022125393416e-17,2.2963602274907043e-58,3.7453047821934176e-120,5.393269511028167e-224
0.00017546644779437712,9.203983736086375e-34,5.7610871671849945e-87,1.0416044939630931e-175,4.7571721123762633e-07,1.0877558833441115e-38,4.998455308397862e-94,6.9014633811150646e-192,1.0041748030111762e-12,2.1644776374672718e-48,5.4110827716036846e-107,6.6806103416807935e-198,2.9337202763303597e-15,6.248504763555013e-55,3.4170103518184258e-115,3.3805806502696736e-217
0.001304801543690266,3.604446715866374e-31,9.327383451627843e-83,1.0721663299207986e-169,6.3789124476172015e-06,6.578130832431603e-36,1.198227961088163e-89,1.3341688673912646e-185,3.601933013923594e-11,2.8564186127064046e-45,2.570225510358225e-102,1.6213082703657897e-191,1.5130726433875255e-13,1.3353331277030361e-51,2.4484027189398208e-110,1.664209162021404e-210
0.007620303501331618,1.1086100369602235e-28,1.1860217273328193e-78,8.667601049424296e-164,6.717719219898605e-05,3.124287578268021e-33,2.255903486397405e-85,2.0256193907532915e-179,1.014704001970659e-09,2.9605202408151927e-42,9.588169691517073e-98,3.090241950608165e-185,6.1288400202859574e-12,2.241199777677643e-48,1.3778338210177106e-105,6.434309468173997e-204
0.03495244048670985,2.677912804836549e-26,1.184412244382373e-74,5.503172061282722e-158,0.0005556156669913934,1.1654051329490204e-30,3.335638749372657e-81,2.4153624953754726e-173,2.245021703313791e-08,2.4098590629311253e-39,2.8091674178104027e-93,4.625905950803787e-179,1.9497288611180155e-10,2.95426158525016e-45,6.08959286916477e-101,1.9537698836909658e-197
0.12590998445393903,5.0803248927954274e-24,9.289461967021947e-71,2.7441301088882166e-152,0.0036091468081047968,3.414131780765096e-28,3.873601447663702e-77,2.2619563530386274e-167,3.901028683872737e-07,1.5406098955292802e-36,6.463934735765588e-89,5.438492615365171e-173,4.871330378970092e-09,3.058403296649979e-42,2.1137669559231888e-96,4.659317503296342e-191
0.356221612267514,7.569443836661691e-22,5.7221028911578154e-67,1.0746665605915922e-146,0.018412469570790586,7.855269024499427e-26,3.532875132019484e-73,1.6636560806527886e-161,5.323719594788246e-06,7.735192944993502e-34,1.1681368714443852e-84,5.021549136471525e-167,9.558690032257876e-08,2.486669045446561e-39,5.762399710504761e-92,8.726671542421665e-185
0.7915125199424099,8.85755554354637e-20,2.7682046494330057e-63,3.3053709157194647e-141,0.07377291861134036,1.419447307537333e-23,2.5305741672398977e-69,9.60993194570134e-156,5.705958793704074e-05,3.0501910921234156e-31,1.657936646247103e-80,3.6414497341898156e-161,1.4730809103834539e-06,1.587883560742274e-36,1.2337497701146067e-87,1.283667020521906e-178
1.3812514340341089,8.140315303620586e-18,1.0517636424901139e-59,7.984433285042977e-136,0.23214499132052402,2.0144426916191725e-21,1.4235977146918244e-65,4.3596788814372485e-150,0.0004803076662961079,9.446270439705793e-29,1.8480748593718005e-76,2.0739025777492405e-155,1.7829216297721692e-05,7.963367274263608e-34,2.074570599264644e-83,1.4829741005195696e-172
1.8930632484690049,5.875515805279936e-16,3.1384523801012334e-56,1.5147655543696636e-130,0.573718824183355,2.2452669693853575e-19,6.289743329600529e-62,1.5533385510431505e-144,0.0031753224603792447,2.297582584829653e-26,1.617888605195348e-72,9.276407377780768e-150,0.00016947878237183236,3.136550388441344e-31,2.7397237975857793e-79,1.3455262605752386e-166
